,CauseofLoss,CommNbr,County,DateofLoss,District,Facility,FieldNumber,FieldNumber.1,Form Number,Gasident,GrossLoss,Into_Water,LeaseName,LeaseNumber,Location,MasterYear,Net Loss,OperatorNumber,Recovered,Remarks,Remedy,TypeLiquid,Type_Company_Cd,Unique_ID,Water,WaterName
9154,Equipment Failure,0.0,REEVES,2/16/2017,8,Tank Battery,TWO GEORGES (BONE SPRING),,327.0,0.0,45.0,,STATE 53-6,41880.0,"31.5800, -103.6021",2017.0,5.0,ENERGEN RESOURCES CORPORATION,40.0,"VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",Other,Crude,Producer,,None,
9155,Corrosion - Rust,0.0,REAGAN,2/16/2017,7C,Flow Line,SPRABERRY (TREND AREA),,43.0,0.0,100.0,,HOLT C 132-130 (ALLOC-D),19306.0,"31.1564654, 101.365462",2017.0,20.0,"LAREDO PETROLEUM, INC.",80.0,"SHUT IN, CLAMP APPLIED, VAC TRUCK, ABSORBENT WILL BE APPLIED",Other,Crude,Producer,,None,
9156,Equipment Failure,0.0,MIDLAND,2/16/2017,8,Tank Battery,NO FIELD NAME,,458.0,0.0,25.0,,"JONES, LETA",0.0,"31.660600, -101.988538",2017.0,19.0,"DCP MIDSTREAM, LP",6.0,"BLEW DOWN LINE, VAC TRUCK, ADD OIL GATOR ABSORBENT, REMEDIATION",Other,Crude,Other,,None,
9157,Equipment Failure,0.0,HOWARD,2/15/2017,8,Tank Battery,SPRABERRY (TREND AREA),,287.0,0.0,50.0,,ADKINS A,46709.0,"SEC 45, BLK 34, T&P RR CO, AB 425",2017.0,5.0,OXY USA INC.,45.0,"ONISTE REMEDIATION, EXCAVATE, BLEND, AERATE",Other,Crude,Producer,,None,
9158,Equipment Failure,0.0,DE WITT,2/15/2017,1,Tank Battery,BRISCOE RANCH (EAGLEFORD),,191.0,0.0,220.0,,STUMBERG ESTATE,16109.0,"28.408162, -99.606972",2017.0,0.0,MURPHY EXPL. & PROD. CO. - USA,220.0,"VAC TRUCK, REMEDIATION",Other,Combined,Producer,,None,
9159,Equipment Failure,0.0,REAGAN,2/15/2017,7C,Tank Battery,SPRABERRY (TREND AREA),,73.0,0.0,25.0,,HOLT C 132-133 (ALLOC-H),19309.0,INTERMEDIATE TESTING PAD,2017.0,2.0,"LAREDO PETROLEUM, INC.",23.0,"BACKHOE & GANG SPRED PEAT MOSS, MIXED INTO SOIL, REMEDIATION",Other,Crude,Producer,,None,
9160,Equipment Failure,0.0,MIDLAND,2/15/2017,8,Tank Battery,SPRABERRY (TREND AREA),,467.0,0.0,8.0,,"PARKS ""13""",38326.0,"31.801155, -102.209467",2017.0,1.0,"PIONEER NATURAL RES. USA, INC.",7.0,"VAC TRUCK, EXCAVATED, BLENDED, FRESH SOIL, BIOLOGICAL REMEDIATION ",Other,Crude,Producer,,None,
9161,Equipment Failure,0.0,TAYLOR,2/15/2017,7B,Tank Battery,TAYLOR COUNTY REGULAR,,54.0,0.0,140.0,,"PETERS, VERA, UNIT",10552.0,L. BOWERMAN SUR #84,2017.0,43.0,SCHKADE PRODUCTION CO.,97.0,HAULED TO ABILENE ENVIRONMENTAL LAND FILL.,Other,Crude,Producer,,None,
9162,Equipment Failure,0.0,LAVACA,2/15/2017,1,Tank Battery,BRISCOE RANCH (EAGLEFORD),,197.0,0.0,220.0,,STUMBERG-KING UNIT,18581.0,"28.408162, -99.606972",2017.0,0.0,MURPHY EXPL. & PROD. CO. - USA,220.0,"VAC TRUCK, REMEDIATED",Other,Combined,Producer,,None,
9163,Theft,0.0,ECTOR,2/14/2017,8,Tank Battery,"COWDEN, NORTH",,463.0,0.0,77.0,,"HOLT, O. B. ""A""",22851.0,"HOLT, O.B. 'A'",2017.0,77.0,"BC OPERATING, INC.",0.0,"STOLEN, CALLED ECTOR COUNTY SHERIFF'S OFFICE",Other,Crude,Producer,,None,
9164,Corrosion - Rust,0.0,REAGAN,2/13/2017,7C,Flow Line,SPRABERRY (TREND AREA),,150.0,0.0,12.0,,SRH NORTH,16968.0,"31.469773, -101.470833",2017.0,2.0,APACHE CORPORATION,10.0,"FREE FLUIDS REMOVED, SOILS WILL BE BLENDED AND TREATED",Other,Crude,Producer,,None,
9165,Other,0.0,DICKENS,2/13/2017,8A,Tank Battery,MABEN (CISCO),,297.0,0.0,158.0,,"MCARTHUR, RICHARD & LUENE",68263.0,"SEC 144, BLK 1, A-1071, H&GN RR CO",2017.0,158.0,GUNN OIL COMPANY,0.0,"LIGHTENING, AREA CLEANED, REMAINING LIQUID REMOVED",Other,Crude,Producer,,None,
9166,Equipment Failure,0.0,ANDREWS,2/10/2017,8,Tank Battery,FUHRMAN-MASCHO,,457.0,0.0,30.0,,"JONES, LETA",12655.0,"SEC 11, BLK A-42, PSL, M.L. JONES, A-1960",2017.0,5.0,"CAPSTONE NATURAL RES II, LLC",25.0,"DISPOSE CONTAMINATED DIRT, CLEAN DIRT, CONFINED TO THE DIKED AREA ",Other,Crude,Producer,,None,
9167,Equipment Failure,0.0,NACOGDOCHES,2/9/2017,6,Tank Battery,TRAWICK (RODESSA),,975.0,0.0,35.0,,J. A. BOYETT OIL WELL,15471.0,"JOHN D. WILLIAMS SUR, A-58",2017.0,35.0,XTO ENERGY INC.,0.0,IMPACTED SOIL SENT TO APPROVED WASTE SITE,Other,Crude,Producer,,None,
9168,Equipment Failure,0.0,UPTON,2/9/2017,7C,Tank Battery,NO FIELD NAME,,86.0,0.0,12.0,,MALONE -45-,0.0,"31.605361, -102.252227",2017.0,6.0,ENTERPRISE CRUDE PIPELINE LLC,6.0,"VAC TRUCK, REMEDIATE THE IMPACTED SOILS",Other,Crude,Transporter,,None,
9169,Equipment Failure,0.0,ATASCOSA,2/9/2017,1,Tank Battery,EAGLEVILLE (EAGLE FORD-1),,194.0,0.0,58.0,,PLUTO UNIT,18243.0,"28 42 10.8, 098 34 44.4",2017.0,3.0,"EOG RESOURCES, INC.",55.0,"VAC TRUCK, EXCAVATED, CONTAMINATED MATERILA HAULED OFF",Other,Combined,Producer,,None,
9170,Equipment Failure,0.0,HOWARD,2/8/2017,8,Tank Battery,SPRABERRY (TREND AREA),,276.0,0.0,15.0,,GUITAR 6,43809.0,"32.25916, -101.5546",2017.0,4.0,ENCANA OIL & GAS(USA) INC.,11.0,"VAC TRUCK, AFFECTED AREA WILL BE CLEANED",Other,Crude,Producer,,None,
9171,Equipment Failure,0.0,REAGAN,2/8/2017,7C,Tank Battery,SPRABERRY (TREND AREA),,40.0,0.0,250.0,,SUGG-A-,16507.0,171 SL BATTERY,2017.0,15.0,"LAREDO PETROLEUM, INC.",235.0,"TRUCKS DISPATCHED, RECOVERED OIL, BACKHOE, PEAT MOSS, REMEDIATION ",Other,Crude,Producer,,None,
9172,Equipment Failure,0.0,ECTOR,2/7/2017,8,Flow Line,FOSTER,,958.0,0.0,12.0,,"JOHNSON, J. L. -31-",21835.0,"SEC 31, BLK 42, T-2-S",2017.0,10.0,GREAT WESTERN DRILLING COMPANY,2.0,"HAULED CONTAMINATED SOIL TO REPUBLIC COMM FACILITY, REMEDIATED",Other,Crude,Producer,,None,
9173,Equipment Failure,0.0,ROBERTS,2/7/2017,10,Tank Battery,LEDRICK RANCH (GRANITE WASH),,50.0,0.0,22.0,,CHICKEN CREEK SWD,9308.0,"SEC 35, BLK C, G&M SUR",2017.0,5.0,"OVERFLOW ENERGY, LLC",17.0,"TILLING CONTAMINATED SOIL, MIXING GYPSUM FERTILIZER",Other,Crude,Other,,None,
9174,Equipment Failure,0.0,HOUSTON,2/7/2017,6,Flow Line,NO FIELD NAME,,53.0,0.0,412.0,,"WOOLF, MOLLIE GAS UNIT",24853.0,"CLARK, B SUR, A-23",2017.0,0.0,"PARDUS OIL & GAS OPERATING, LP",412.0,"EARTHEN BERM USED TO CONTAIN LEAK, FLUSHING, REMEDIATION",Other,Combined,Producer,,None,
9175,Equipment Failure,0.0,REAGAN,2/7/2017,7C,Tank Battery,SPRABERRY (TREND AREA),,38.0,0.0,15.0,,BODINE-A-,17043.0,174 BATTERY,2017.0,10.0,"LAREDO PETROLEUM, INC.",5.0,"VAC TRUCK, BACKHOE, BEGAN INITIAL SOIL REMEMDIATION",Other,Crude,Producer,,None,
9176,Equipment Failure,0.0,MIDLAND,2/6/2017,7C,Tank Battery,SPRABERRY (TREND AREA) R 40 EXC,,431.0,0.0,103.0,,LHS RANCH,18819.0,"SEC 4, BLK 38, T5S, T&P RR CO",2017.0,23.0,XTO ENERGY INC.,80.0,"VAC TRUCK, AFFECTED SOIL REMOVED AND TO BE DISPOSED OF",Other,Crude,Producer,,None,
9177,Equipment Failure,0.0,HEMPHILL,2/6/2017,10,Tank Battery,BUFFALO WALLOW (GRANITE WASH),,51.0,219958.0,10.0,,MEEK 68,0.0,"SEC 68, BLK M1, H&GN SUR",2017.0,2.0,UNIT PETROLEUM COMPANY,8.0,PERFEX HANDLED REMEDIATION GROUND WORK,Other,Crude,Producer,,None,
9178,Vandalism,0.0,DAWSON,2/6/2017,8A,Tank Battery,CMI (SPRABERRY),,445.0,0.0,44.0,,HOWARD 19,70475.0,"SEC 19, BLK M, EL & RR CO, A-277",2017.0,44.0,SMITH ENERGY OPERATING COMPANY,0.0,"VAC TRUCK, BACKHOE,FRESH CALICHE",Other,Crude,Producer,,None,
9179,Equipment Failure,0.0,REAGAN,2/6/2017,7C,Flow Line,LIN (WOLFCAMP),,162.0,0.0,85.0,,PEMBROOK 1011 UNIT,18362.0,"SEC 10, GC & SF RR CO",2017.0,14.0,CALLON PETROLEUM OPERATING CO,71.0,"VAC TRUCK, REPLACE PORTION OF LINE, HYDRO TEST THE LINE",Other,Crude,Producer,,None,
9180,Equipment Failure,0.0,GAINES,2/6/2017,8A,Tank Battery,SEMINOLE (SAN ANGELO),,460.0,0.0,5.0,,"AVERITT ""A""",5468.0,"32.738242, -102.692935",2017.0,0.0,ENDEAVOR ENERGY RESOURCES L.P.,5.0,REMEDIATION IN PROGRESS,Other,Crude,Producer,,None,
9181,Equipment Failure,0.0,HOWARD,2/5/2017,8,Tank Battery,NO FIELD NAME,,446.0,0.0,10.0,,HOWARD 19,0.0,PUMP #14,2017.0,0.0,"NAVIGATOR BSG TRANS & STGE, LLC",10.0,"BLOCKED IN, VAC TRUCK, EXCAVATED,",Other,Crude,Transporter,,None,
9182,Equipment Failure,0.0,UPTON,2/4/2017,7C,Tank Battery,SPRABERRY (TREND AREA) R 40 EXC,,148.0,0.0,23.0,,ATKINS '14-11',19245.0,"SEC 14, BLK 39,T-5-S, A-1414, T&P RR CO",2017.0,3.0,"PARSLEY ENERGY OPERATIONS, LLC",20.0,"VAC TRUCK, REMEDIATE, MIXING AMENDMENTS, FRESH SOIL",Other,Crude,Producer,,None,
9183,Equipment Failure,0.0,MARTIN,2/4/2017,8,Flow Line,SPRABERRY (TREND AREA),,239.0,0.0,7.0,,"BROWN ""13""",37174.0,"SEC 13, BLK 36, T-2-N, T&P RR CO SUR, ABS 157",2017.0,4.0,GUIDON ENERGY MGMT SERVICES LLC,3.0,"VAC TRUCK, ABSOLUTE ROUSTABOUT REMOVED ALL STAINED SOIL",Other,Crude,Producer,,None,
9184,Equipment Failure,0.0,REAGAN,2/3/2017,7C,Tank Battery,SPRABERRY (TREND AREA) R 40 EXC,,37.0,0.0,19.0,,RINGO 10 AND 7,19420.0,"SEC 10, BLK D, A-788, L&SV RR CO",2017.0,4.0,"PARSLEY ENERGY OPERATIONS, LLC",15.0,"VAC TRUCK, REMEDIATE IMPACTED AREA, MIX W/ AMENDMENTS, FRESH SOIL ",Other,Crude,Producer,,None,
9185,Equipment Failure,0.0,REAGAN,2/2/2017,7C,Tank Battery,SPRABERRY (TREND AREA),,39.0,0.0,40.0,,D. JOST OIL UNIT,17378.0,15 BATTERY,2017.0,10.0,"LAREDO PETROLEUM, INC.",30.0,"VAC TRUCK, SPREAD PEAT MOSS, MIXED, BACKHOE, REMEDIATION",Other,Crude,Producer,,None,
9186,Equipment Failure,0.0,ECTOR,2/2/2017,8,Tank Battery,NO FIELD NAME,,238.0,0.0,7.0,,O'LOUGHLIN B,0.0,GOLDSMITH TEXAS,2017.0,0.0,"DCP MIDSTREAM, LP",7.0,ALL THE MATERIAL WAS CONTAINED,Other,Crude,Transporter,,None,
9187,Equipment Failure,0.0,REAGAN,2/2/2017,7C,Tank Battery,SPRABERRY (TREND AREA) R 40 EXC,,210.0,0.0,10.0,,PAIGE 13-12,19476.0,"SEC 13, BLK B, A-289, L&SV RR CO",2017.0,10.0,"PARSLEY ENERGY OPERATIONS, LLC",0.0,"ALL WAS CONSUMED IN FIRE ASSOCIATED WITH SPILL, TILL, MIX AREA",Other,Crude,Producer,,None,
9188,Equipment Failure,0.0,CROCKETT,2/1/2017,7C,Tank Battery,HOLT RANCH (CONSOLIDATED),,48.0,0.0,15.0,,UNIVERSITY 45,17662.0,"SEC 21, BLK 45, UL",2017.0,9.0,APPROACH OPERATING LLC,6.0,"PULL UP, PUT BACK INTO TANK, REMEDIATED OR HAULED OFF",Other,Crude,Producer,,None,
9189,Equipment Failure,0.0,MIDLAND,2/1/2017,8,Valve,NO FIELD NAME,,247.0,0.0,15.0,,PRESTON SPRABERRY UNIT,65930.0,"32.64922, -102.81675",2017.0,3.0,ENERGEN RESOURCES CORPORATION,12.0,"VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",Other,Crude,Producer,,None,
9190,Theft,0.0,ARCHER,2/1/2017,9,Tank Battery,ARCHER COUNTY REGULAR,,64.0,0.0,26.0,,DUTCHMAN,22119.0,TE & L CO SUR,2017.0,26.0,"AZTEC ENERGY, LLC",0.0,CALL SHERIFF'S OFFICE TO REPORT,Other,Crude,Producer,,None,
9191,Equipment Failure,0.0,HARRISON,2/1/2017,6,Tank Battery,OAK HILL (COTTON VALLEY),,25.0,232476.0,131.0,,"FARLEY, CAL BOYS RANCH",0.0,CILLETT CLEARY ABS 7,2017.0,31.0,SABINE OIL & GAS CORPORATION,100.0,"IMPACTED SOILS REMOVED, DISPOSED OF AT SITE",Other,Gas Well Liquid,Producer,,None,
9192,Theft,0.0,REEVES,1/31/2017,8,Tank Battery,WOLFBONE (TREND AREA),,243.0,0.0,150.0,,GRAHAM,46329.0,"SEC 140, BLK 13, H&GN RR CO,",2017.0,150.0,"FOUNDERS OIL & GAS OPERATING,LLC",0.0,REPORTED TO POLICE,Other,Crude,Producer,,None,
9193,Equipment Failure,0.0,HUDSPETH,1/31/2017,8,Flow Line,NO FIELD NAME,,242.0,0.0,28.0,,"BROWN ""13""",65930.0,"32.66014, -102.80494",2017.0,6.0,ENERGEN RESOURCES CORPORATION,22.0,"VAC TRUCK, IMPACTED SOILS REMEIDATED IN PLACE",Other,Crude,Producer,,None,
9194,Equipment Failure,0.0,GLASSCOCK,1/31/2017,8,Tank Battery,SPRABERRY (TREND AREA),,283.0,0.0,15.0,,G. SCHWARTZ 17-8 (ALLOC-F),48448.0,"31.73640, -101.40095",2017.0,5.0,"LAREDO PETROLEUM, INC.",10.0,"VAC TRUCK, OIL ABSORBENT PEAT MOSS, MIXED, BACKHOE,",Other,Crude,Producer,,None,
9195,Equipment Failure,0.0,MIDLAND,1/31/2017,8,Tank Battery,PARKS (CONSOLIDATED),,179.0,0.0,80.0,,"BENGE, MARION V. ESTATE",39628.0,"SEC 12, BLK 40, T&P RR CO SUR",2017.0,10.0,COG OPERATING LLC,70.0,"REPLACED DAMAGED VALVE, CLEANUP IN PROGRESS",Other,Crude,Producer,,None,
9196,Equipment Failure,0.0,WHEELER,1/31/2017,10,Tank Battery,MILLS RANCH (GRANITE WASH CONS.),,65.0,269804.0,18.0,,ATHERTON 69,0.0,"SEC 69, BLK A7, SUR H&GN RR CO ABS 335",2017.0,0.0,"4P ENERGY TEXAS, LLC",18.0,REMEDIATION,Other,Combined,Producer,,None,
9197,Equipment Failure,0.0,GONZALES,1/31/2017,1,Tank Battery,EAGLEVILLE (EAGLE FORD-1),,193.0,0.0,80.0,,KIDD UNIT,17033.0,"29 22 36.50, 097 24 8.30",2017.0,0.0,"EOG RESOURCES, INC.",80.0,ALL FREE FLUIDS WERE RECOVERED AND PLACED BACK INTO TANKS,Other,Crude,Producer,,None,
9198,Company Human Error,0.0,COLLIN,1/30/2017,5,Pipe Line,NO FIELD NAME,,24.0,0.0,5000.0,,HAWKINS FIELD UNIT,0.0,"33.381008, -96.406715",2017.0,641.0,SEAWAY CRUDE PIPELINE CO LLC,4359.0,"FREE OIL COLLECTED, EXCAVATION OF SOILS, TRANSPORT TO FACILITY",Other,Crude,Transporter,,None,
9199,Equipment Failure,0.0,MARTIN,1/30/2017,8,Tank Battery,SPRABERRY (TREND AREA),,244.0,0.0,23.0,,"MABEE ""OH""",38657.0,"SEC 2, RED, I H",2017.0,3.0,COG OPERATING LLC,20.0,"VAC TRUCK, BACKHOE, REPLACED SEAL,",Other,Crude,Producer,,None,
9200,Equipment Failure,0.0,HARRISON,1/30/2017,6,Tank Battery,MEREDITH SMITH (TRAVIS PEAK),,27.0,0.0,23.0,,LAMBERT,14663.0,"ROGERS BETHANY SUR, ABS 20",2017.0,3.0,SABINE OIL & GAS CORPORATION,20.0,"VAC TRUCK, SCRAPE OFF UPPER LAYER, DISPOSING",Other,Crude,Producer,,None,
9201,Equipment Failure,0.0,ANDREWS,1/30/2017,8,Tank Battery,SPRABERRY (TREND AREA),,254.0,0.0,146.0,,BILLIE,43656.0,"SEC 18, BLK 2, PSL, MEANS, R.M. SUR",2017.0,21.0,COG OPERATING LLC,125.0,"VAC TRUCK, REMEDIATION IN PROCESS",Other,Crude,Producer,,None,
9202,Corrosion - Rust,0.0,CALLAHAN,1/29/2017,7B,Tank Battery,CALLAHAN COUNTY REGULAR,,4.0,0.0,195.0,,HOOKS RANCH UNIT,8231.0,HOOKS RANCH UNIT,2017.0,175.0,MERIT ENERGY COMPANY,20.0,"ISOLATED, VAC TRUCK, EXCAVATION CREW DISPATCHED",Other,Crude,Producer,,None,
9203,Equipment Failure,0.0,WARD,1/29/2017,8,Tank Battery,TWO GEORGES (BONE SPRING),,171.0,0.0,81.0,,BUSH VIPER UNIT NW 1-56,43457.0,"31.66215, -103.55028",2017.0,1.0,ENERGEN RESOURCES CORPORATION,80.0,"FLUIDS CONTAINED, VAC TRUCK, REMEDIATED IN PLACE",Other,Crude,Producer,,None,
9204,Equipment Failure,0.0,MARTIN,1/29/2017,8,Tank Battery,SPRABERRY (TREND AREA),,250.0,0.0,13.0,,GLASS -J-,31041.0,"32.138112, -102.085827",2017.0,8.0,"PIONEER NATURAL RES. USA, INC.",5.0,"VAC TRUCK, EXCAVATED, BLENDED, FRESH SOIL, BIOLOGICAL REMEDIATION ",Other,Crude,Producer,,None,
9205,Equipment Failure,0.0,ANDREWS,1/29/2017,8,Tank Battery,SPRABERRY (TREND AREA),,253.0,0.0,20.0,,MABEE 22,42056.0,"SEC 22, BLK 39, T2N, G&MMB&A",2017.0,4.0,COG OPERATING LLC,16.0,"VAC TRUCK, BACKHOE, REMEDIATION IN PROGRESS",Other,Crude,Producer,,None,
9206,Equipment Failure,0.0,SUTTON,1/27/2017,7C,Tank Battery,NO FIELD NAME,,46.0,0.0,19.0,,UNIVERSITY 43-13,0.0,"30.452766, -100.92841",2017.0,0.0,"ENERVEST OPERATING, L.L.C.",19.0,"CONTAINMENT IS LINED, VAC TRUCK, FLUSHING",Other,Crude,Other,,None,
9207,Equipment Failure,0.0,CULBERSON,1/27/2017,8,Tank Battery,"FORD, WEST (WOLFCAMP)",,663.0,283154.0,65.0,,H. M. PHILLIPS STATE 1720,0.0,"SEC 17, BLK 110, PUBLIC SCHOOL LAND SUR",2017.0,7.0,"PDC PERMIAN, INC.",58.0,"VAC TRUCK, BERM CONSTRUCTED,",Other,Combined,Producer,,None,
9208,Equipment Failure,0.0,REAGAN,1/26/2017,7C,Tank Battery,SPRABERRY (TREND AREA) R 40 EXC,,36.0,0.0,50.0,,MERCHANT,18787.0,"SEC 14, BLK B, L&SV RR CO",2017.0,10.0,OXY USA WTP LP,40.0,"REMOVED FREE FLUID, PRELIMINARY SOIL REMEDIATION, EXCAVATE",Other,Combined,Producer,,None,
9209,Equipment Failure,0.0,ECTOR,1/26/2017,8,Tank Battery,SPRABERRY (TREND AREA),,251.0,0.0,65.0,,RATLIFF E,40838.0,"SEC 22, BLK 41, T1S, T&P RR CO",2017.0,5.0,COG OPERATING LLC,60.0,"VAC TRUCK, BACKHOE, REMEDIATION IN PROGRESS",Other,Crude,Producer,,None,
9210,Equipment Failure,0.0,UPTON,1/26/2017,7C,Tank Battery,PEGASUS (CONSOLIDATED),,6.0,0.0,25.0,,"TXL ""CC""",17152.0,"SEC 35, BLK 41, T&P RR CO",2017.0,5.0,COG OPERATING LLC,20.0,"CLEAN OUT TANK, SANDBLAST, COAT, CLEANUP IN PROGRESS",Other,Crude,Producer,,None,
9211,Equipment Failure,0.0,MIDLAND,1/25/2017,8,Tank Battery,PARKS (CONSOLIDATED),,177.0,0.0,10.0,,PARKS FIELD UNIT 2,39630.0,"SEC 8, BLK 40, T&P RR CO",2017.0,10.0,COG OPERATING LLC,0.0,"REPLACED SECTION, BACKHOE",Other,Crude,Producer,,None,
9212,Company Human Error,0.0,HOCKLEY,1/25/2017,8A,Tank Battery,LEVELLAND,,173.0,0.0,461.0,,"RATLIFF, C. E.",62842.0,"LABOR 13, LEAGUE, RAINS CSL",2017.0,51.0,OCCIDENTAL PERMIAN LTD.,410.0,"VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION",Other,Combined,Producer,,None,
9213,Equipment Failure,0.0,WICHITA,1/25/2017,9,Pump Station or Terminal,NO FIELD NAME,,22.0,0.0,2.0,,CARTER UNIT,0.0,"34 02 22.2, 98 56.0 07.4",2017.0,0.0,LAYLINE ENERGY I LLC,2.0,"FLUSHED, USED PADS, BROOMS, SPRAY BIOREMEDIATION CHEMICALS",Other,Crude,Transporter,,None,
9214,Equipment Failure,0.0,ANDREWS,1/25/2017,8,Tank Battery,SPRABERRY (TREND AREA),,453.0,0.0,17.0,,MABEE 140B,39494.0,"SEC 48, BLK 40, T1N G&MMB&A",2017.0,2.0,OXY USA INC.,15.0,"VAC TRUCK, EXCAVATION, BLENDING WILL BE USED FOR REMEDIATION",Other,Crude,Producer,,None,
9215,Equipment Failure,0.0,GLASSCOCK,1/25/2017,8,Tank Battery,SPRABERRY (TREND AREA),,181.0,0.0,40.0,,J.E. COX 32-29 (ALLOC-E),46512.0,BATTERY #2,2017.0,10.0,"LAREDO PETROLEUM, INC.",30.0,"CONTAINED INSIDE FACILITY BERM, REMEDIATION",Other,Crude,Producer,,None,
9216,Corrosion - Rust,0.0,UPTON,1/24/2017,7C,Tank Battery,SPRABERRY (TREND AREA),,32.0,0.0,5.0,,DORCUS,15489.0,"SEC 31, BLK 41, T4S, T&P RR CO",2017.0,0.0,SM ENERGY COMPANY,5.0,"VAC TRUCK, ROTOTILLER USED FOR BLENDING",Other,Crude,Producer,,None,
9217,Corrosion - Rust,0.0,COLEMAN,1/24/2017,7B,Tank Battery,COLEMAN COUNTY REGULAR,,29.0,274409.0,160.0,,"WEST, L.S.",0.0,"SEC 40, W.H. WARNOCK SUR",2017.0,140.0,"BIG TIO, INC.",20.0,DELINEATED AND REMEDIATED THE SPILL,Other,Crude,Producer,,None,
9218,Equipment Failure,0.0,MIDLAND,1/23/2017,8,Tank Battery,SPRABERRY (TREND AREA),,246.0,0.0,13.0,,PRESTON SPRABERRY UNIT,18551.0,"31.693714, -101.830396",2017.0,3.0,"PIONEER NATURAL RES. USA, INC.",10.0,"VAC TRUCK, EXCAVATED, BLENDED, FRESH SOIL, BIOLOGICAL REMEDIATION ",Other,Crude,Producer,,None,
9219,Corrosion - Rust,0.0,CRANE,1/23/2017,8,Tank Battery,UNIVERSITY 31 WEST (U. DEVONIAN),,325.0,0.0,15.0,,UNIVLINDSAY,42823.0,"SEC 17, BLK 31, UNIVERSITY LANDS",2017.0,3.0,HENRY RESOURCES LLC,12.0,"VAC TRUCK, TILLED, REMEDIATED",Other,Crude,Producer,,None,
9220,Equipment Failure,0.0,MARTIN,1/23/2017,8,Tank Battery,SPRABERRY (TREND AREA),,388.0,0.0,8.0,,"DICKENSON ""E""",37871.0,"32.091632, -101.967938",2017.0,1.0,"PIONEER NATURAL RES. USA, INC.",7.0,"VAC TRUCK, EXCAVATED, BLENDED, FRESH SOIL, BIOLOGICAL REMEDIATION ",Other,Crude,Producer,,None,
9221,Equipment Failure,0.0,REEVES,1/23/2017,8,Tank Battery,PHANTOM (WOLFCAMP),,145.0,0.0,18.0,,DONNELL 54-4-22,47998.0,"31.579153, -103.6035429",2017.0,4.0,ANADARKO E&P ONSHORE LLC,14.0,"VAC TRUCK, 3RD PARTY CONTRACTOR WILL BE USED TO REMEDIATE",Other,Crude,Producer,,None,
9222,Equipment Failure,0.0,CROCKETT,1/23/2017,7C,Tank Battery,LIN (WOLFCAMP),,8.0,0.0,10.0,,UNIVERSITY 47,18207.0,"A-U 472, BLK 47, SEC 7",2017.0,10.0,"PERMIAN RESOURCES, LLC",0.0,"SHUT DOWN COMPRESSOR, SHUT IN GAS INJECTION, REMEDIATION",Other,Crude,Producer,,None,
9223,Equipment Failure,0.0,ECTOR,1/23/2017,8,Pipe Line,NO FIELD NAME,,135.0,0.0,10.0,,ANDERSON 2,0.0,"31.670238, -102.643858",2017.0,10.0,"DCP MIDSTREAM, LP",0.0,"VAC TRUCK, EXCAVATED, BLENDED, TREATED BIOREMEDIATION, BACKFILL",Other,Crude,Other,,None,
9224,Equipment Failure,0.0,WARD,1/23/2017,8,Flow Line,TWO GEORGES (BONE SPRING),,180.0,0.0,35.0,,PRUETT 20,40758.0,"31.63174, -103.40626",2017.0,35.0,ENERGEN RESOURCES CORPORATION,0.0,"NO FREE STANDING FLUID, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",Other,Crude,Producer,,None,
9225,Equipment Failure,0.0,MASON,1/23/2017,1,Flow Line,NO FIELD NAME,,186.0,0.0,12.0,,WHEELER MCTEE,0.0,"30.61856, 99.261323",2017.0,0.0,"MAGELLAN PIPELINE COMPANY, L.P.",12.0,"VAC TRUCK, ABSORBENTS, COLLECTED INTO LINED ROLL OFF CONTAINERS",Other,Crude,Transporter,,None,
9226,Corrosion - Rust,0.0,WISE,1/23/2017,9,Tank Battery,"NEWARK, EAST (BARNETT SHALE)",,21.0,251429.0,12.0,,CARTER UNIT,0.0,MULTI WELL PAD,2017.0,0.0,"ENERVEST OPERATING, L.L.C.",12.0,"TANK EMPTIED, CLEANED AND REPAIRED, CONTAINMENT AREA CLEANED",Other,Gas Well Liquid,Producer,,None,
9227,Equipment Failure,0.0,WINKLER,1/23/2017,8,Tank Battery,PHANTOM (WOLFCAMP),,172.0,0.0,42.0,,UNIVERSITY 36-20,43417.0,"31.65767, -103.28198",2017.0,2.0,ENERGEN RESOURCES CORPORATION,40.0,"VAC TRUCK, IMPACTED SOILS WILL BE REMEDIATED IN PLACE",Other,Crude,Producer,,None,
9228,Equipment Failure,0.0,HOCKLEY,1/23/2017,8A,Tank Battery,SUNDOWN (ABO),,174.0,0.0,172.0,,SLAUGHTER CONSOLIDATED,68017.0,"LABOR 54, LEAGUE 37, ZAVALLA CSL",2017.0,12.0,OCCIDENTAL PERMIAN LTD.,160.0,"VAC TRUCK, BACKHOE BLADED AREA, REMEDIATION",Other,Combined,Producer,,None,
